content,score,Label
"Sejak belanja di Shopee, aku bisa berhemat. Maklum lah emak2 seperti saya ini, selisih 1000 rupiah pun kita kejar 🤭. Karena kita belanja gak cuma 1 item saja. Ya sabun, ya perdapuran, baju, macem2 pokok nya. Kita gak usah repot2 keluar rumah, sering dapat free ongkir juga, dapat harga murah juga. Pokok nya kita bisa hemat lah Makasih shopee 🥰🙏",5,Positif
"Baguslah spaylater saya di nonaktifkan, toh limitnya juga cuma di kasih Rp.100.000. Limit 100k buat apa Min, kalau bisa hapus saja Akun Spaylater saya, percuma di kasih limit tidak sesuai dengan kebutuhan saya Selain itu, apk shopee juga apk yg paling berat di antara apk merchant yg lainnya, sangat tidak nyaman saat browsing, sering crash",1,Negatif
"Kenapa kalo pengiriman paket dari medan kalo ada kendala barang rusak atau barang tidak lengkap kenapa tidak mau tanggung jawab? Padahal sudah kasih bukti unboxing.diajukan pengembalian di tolak,kalo gini terus pembeli rugi lah.mohon shopee meninjau hal kek gini",1,Negatif
sangat suka belanja dishopee... bagus.. 👌 hanya tolong diperketat saja para penjual nakal yang mengambil kesempatan terhadap beberapa pelanggan yang mungkin masih kurang faham tentang penggunaan teknologi belanja secara online.. 🙏,5,Positif
gak tau kenapa sekarang shopee gak memuaskan. soalnya kalo barang dikirim tp gak pake konfirmasi dan tau2 infonya dengan alasan yg gak masuk akal. katanya pembeli tidak ada d tempat. padahal barang di tunggu2... tolong kalo pilih expedisi yg bagus dan pengiriman selalu ada info ke pembeli.,1,Negatif
"Barang nyasar tidak sampai ketujuan, coba dikomunikasikan dengan pihak shopee di undur² melulu. Katanya tunggu 1x24 jam, besok'y begitu lagi sampai sekarang tidak ada kejelasan entah nunggu besok lagi atau nunggu sampai HARI KIAMAT mungkin. Untuk pelayanan pelanggan sangat kurang, buat apa ada CS kalo yang jawab juga bot. Intinya kapan saya bisa terima kabar kejelasan'y ?",1,Negatif
"Baik, tapi kekurangannya di jasa pengiriman, khusus antar pulau sangat lama. Mungkin solusinya lebih diperbanyak lagi opsi jasa pengiriman. Tks",5,Positif
"Shopee aplikasi belanja terbaik tapi tidak dengan para kurirnya, aku mohon baca keluhan ini. Dikotaku para kurir shopee berpenyakit malas dimana paket tidak pernah diantar tepat waktu. Jika paket itu baru sampai mereka ga mau antar paket tersebut mereka memilih menundanya dikarenakan MALAS. Aku sering mengalami hal ini berkali kali di kota yg baru ku datangi ini. Hingga paketku pernah direturn padahal paket itu tak pernah diantar. Aku mohon jika kurir kalian seperti ini nama Shopee akan buruk",1,Negatif
"Saya sebagai seller shopee, mohon maaf buat shopee ya, kalau bisa pajaknya jangan terlalu gede soalnya potongan nya banyak. Untung cuma ngambil dikit dikit soalnya. 🙏🙏🙏",5,Positif
"Mantap skli semenjak ad expedisi shoppe spx , kurirnya siap antar sampai dirmh, beda sama expedisi sebelah, malah suruh ambil dikantor , padahal udah bayar ongkir buat diantar sampai depan rumah wkwkwk , mantul shoppe jdi makin rajin cek out disini pengantaran cepat untuk wilayah aku yg jauh di Sulteng Morowali, mantap sih tingkat kan trs , JAYA.💪❤️🙏☺️",5,Positif
Semakin lama Semakin berat hampir 1GB untuk aplikasi Shoping jadi kek APP game.. hp udah Lumayan mendukung tp Ngga sreg aja ama App Shopee sekarang... Udah Di Hapus Cache paling hilang 200mb nanti buka lagi balik lagi 1GB lebih lagi..,1,Negatif
"banyak iklan, pdhal apk ny bnyak di gunakan loh.. knpa iklan nya bejibun, mna tanda x nya sekecil debu lagi, bahkan lebih kecil kayak nya, tolong ya di ilangin iklan nya",1,Negatif
"Biasanya nyaman bgt loh pakai shopee.. apa² selalu shopee.. ini kenapa skrg kayak gini mau nambah kuota susah banget, pake wifi jaringan bermasalah pake paket data jaringan bermasalah terus kudu pake apa sih Mana hp jadi panas banget Tolong di perbaiki troublenya kita juga gak nyaman kalo kaya gini liyat"" pilihan rak masih biasa pas mau buka, jaringan bermasalah mulu padahal koneksi stabil banget loh",1,Negatif
"yth. developer shopee. perihal: penting. salam saya dari pengguna tetap sejak terluncurnya aplikasi ini, yang sangat membantu. langsung saja kepada permasalahan yang ingin saya sampaikan. mohon dengan sangat berkenan bahwa pihak developer harus menambah pengaturan di system ""chat shopee"" agar ada pilihan menu ""HAPUS CHAT SEMUA"". disini saya kesulitan/kelelahan untuk menghapus chat satu persatu dan bahkan chat masuk puluhan ribu. mohon segera ditindak lanjuti. 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",4,Positif
(Edit ulasan tahun 2022) Shopee membantu aku untuk berbelanja lebih hemat. Aplikasinya sudah stabil dan lancar jadi bisa scroll sepuasnya. Aplikasi andalanku untuk cari duit dan belanja nih ;),5,Positif
"Jelek bgt, paket gw telat lebih dari 10hari, trus pas gw laporin katanya paketnya bakal dikirim cuman agak telat gara2 ada kendala. Ehtiba2 di batalkan katanya paket gw hilang. Apaan bgt sih bsa kerja apa kagak kenapa gadari awal lu konfir?",1,Negatif
"Sering terjadi, tombol kembali ngelag, bisa 1 menit baru bs kembali. Aplikasinya Berat banget. Tokopedia lebih cepet loadingnya.",1,Negatif
"Kenapa shopee sekarang sering mengembalikan barang seenaknya tanpa ada kordinasi dan kejelasannya, tidak ada timbal balik untuk pengguna yang sudah lama menunggu ternyata di balikkan seenaknya",1,Negatif
Fasilitas shopeepay tidak bisa digunakan meskipun saldo mencukupi (lebih banyak) dari total biaya belanjaan (sebelum terpotong voucher),2,Negatif
"Padahal paket data sy msh banyak tp pas kerja mau upload foto Lola heran tolong diperbaiki mau sy upgrede/update g ada Sampek"" KLO ada pasti sy upgrede tp masih aja kadg Lola hp baru beli keluaran terbaru perbaiki lah apk shopee",4,Positif
"Tolong fitur preorder di hapus, ini sangat merugikan pembeli saya kira batas waktunya max 1 minggu, e ternyata bisa satu bulan, mau beli di toko lain, takutnya entar toko tersebut kirim juga jadinya double, mengajukakan pembatalan ditolak sama penjual di suruh sabar menunggu... Giliran udah tunggu sampe batas waktu habis lebih satu bulan ternyata barang ga dikirim2 juga akhirnya baru pembatalan otomatis oleh shopee.",2,Negatif
"Sudah seminggu terakhir ini saya Chekout barang pengirimannya lama sekali, biasanya hari ini chekout besok sudah dikirim, trs jasa kirimnya cuma spx hemat, standart, sama express, padahal banyak pilihan jasa kirimnya, tp yg direkomendasi cuma itu itu aja.",4,Positif
"Tolong banget ini buat shopeee di cantumkan nomor kurir nya donk...barang sayaa sering telat nih...status dalam pengantaran tapi ujung""nya besok baru barang saya di kirim....kasih no kurir nya donk di setiap pengiriman....",5,Positif
"Masih banyak seller yang tidak amanah, yang dipesan masih ada tidak sesuai dengan yang dipesan,penting dibanahi kejujuran seller, memang bisa direturn Tpi prosesnya juga lama, dan klo produk yg kita pesan sangat diperlukan otomatis gagal dipakai karena mesti return, semoga bisa dibenahi lagi",2,Negatif
"Aku paling gak suka ya sama kurir spx . Masak aku gak di telpon gak di chet eeeeh malah dapet notifikasi dari shopee nya penjadwalan ulang. Biasa nya kalo no aku gak aktif atau lagi gak berada di alamat tu baru di jadwalin ulang atau di kembalikan . Ini malah udah di tunggu di alamat , wa aktif tris eeeh malah gak di kabarin🐷",1,Negatif
"Sistem return/pengembalian rawan fake order yang merugikan penjual dan pembeli. Boleh bebas pengembalian, tapi pake syarat dan diskusi dong sebelum kirim return, minimal bisa ditinjau bersama penjual dan shopee, jadinya dimanfaatkan sama orang2 tidak bertanggungjawab!",1,Negatif
"Rugi kalo ngga belanja di Shopee. Karena harga²nya paling ekonomis, produk²nya berkualitas dan proses pembeliannya mulai dari waktu pemesanan hingga produk diterima sangat cepat. Dan banyak gratis ongkos kirimnya lagi. Terima kasih Shopee 👍",5,Positif
Notifikasinya sangat mengganggu. Tiap waktu ada notifikasi. Selain itu juga mencet² sendiriiiii. Padahal buka Apk lain. Tiap ada notif shopee gak dipencet pun selalu masuk ke shopeenya sendiri. Terus jadi lemot. Aneh. Tolong diperbaiki‼️‼️,2,Negatif
"saya puas banget belanja di shopee ,pesanan selalu sampe dengan baik,barang nya tidak mengecewakan,pas yg saya pesan,,terima kasih shopee,moga lancarr and sukses selalu.",5,Positif
"Please lah, fitur pesanan selesai dibuat otomatis saja jila pesanan sudah sampai duluan, saya tidak sengaja kepencet pesanan selesai, ganggu anjir fiturnya",2,Negatif
"Tolong opsi pilihan kurir gratis ongkir dikembalikan, paling males dapat kurir yg namanya sic***t, tapi pengiriman sangat lambat, kadang melebihi estimasi.",2,Negatif
"aplikasi apa ini. ga guna. mau arahin ke toko penjual pengen liat detail barang, malah ga kebuka. padahal pake wifi kecepatan sampe 300 Kbps an. kalah kalah nonton yutup",1,Negatif
"sekarang Shopee apa2 serba di jadiin duit, udah gaada gratis ongkir, biasanya gratis ongkir sekarang berbayar, Shopee plus bayarannya sama aja ky biasa ga pke Shopee plus, kemarin beli 8rb skrg 30rb, ngelive juga mahal bgt bayarannya, apa-apa serba mahal, padahal saya udah lama pake Shopee, member platinum ga jamin menikmati keuntungan, hadeuhh, sama aja kaya beli langsung di toko, kaya bayarin ojek mahal banget, bedanya nunggu barang nyampe, ahh ketauan beli langsung ke toko bisa milih-milih",1,Negatif
"Aplikasi hanya bisa mengajukan sekali pembatalan pesanan, walaupun penjual sudah dua kali tidak mengirim barang kita yg sudah tidak kita butuhkan lagi karena sudah lewat waktu.. 🥴🥴",2,Negatif
"Tolong dipermudah buat melacak barang yg dibutuhkan,serta promo diperbnyak dan kecepatan pengantaran di maksimalkan & antisifasi supaya jangan ada penipuan LAGI seperti app yg lainnya.terimakasih... shopee selalu di hati.",5,Positif
"Tolong lah spx lebih di perbaiki lagi,udah 8 hari masih di lokasi penyortiran. saya order dari tanggal 23 masa sampe sekarang belum datang. Tanggal 24 paket menuju kota tujuan besoknya tanggal 25 rubah lagi masih di lokasi penyortiran",2,Negatif
"Maaf bgt nih yaa shopee, knp yaa kalo tiap ada event tuh apknya ngelag parahhhh, saya udh coba pke wifi, udh pke data tapi tetap aja ngelag parah, padahal klo event itu moment yg paling d tunggu² bgt, jadi kesel bgt klo pas event apknya ngelag parahh!😌",2,Negatif
"Fitur ""pesanan diterima"" jangan diaktifkan, kalau belum sampai ke alamat tujuan. Ini membuat pengguna tidak nyaman, ketika tidak sengaja terpencet.",1,Negatif
"Kecewa sekali shopee food kami sebagai pelanggan merasa kecewa order makanan selalu dapat dobel order dan 1-2 jam kemudian baru datang, keburu lapar, lebih suka shopee yang dulu, lebih cepet..padahal sudah prioritas percuma gak ada gunanya...",1,Negatif
"Payah nih event 2.2 padahal udh dapet masuk checkout tnggl klik bayar, malah di kluarin tiba2 kulkasnya ga jadi di bungkus 😅.. Real ga sih kalo event kaya gini tuh.",1,Negatif
"Banyak bgt yg erorr, shopee sekarang susah bgtt buat nyari bantuan, plus sekedar chat dengan shopee pun enggak bisa. Niatnya mau komplain pembelian yang engga sesuai terus mau ajukan pengembalian terus engak bisa bisa... Cape pdhl udh lama bgt pake shopee. Klo kaya bgni mending toko sebelah aja deh.",2,Negatif
Gue nggak tahu ada beban apa orang2 kasih rate jelek aplikasi Shoppe. Tiga tahun gue pake ini aplikasi belanja online gak ada masalah. Barang yang dipesan selalu sesuai dan jasa pengiriman juga cepat. Nggak ada kendala. Menurut gue Shoppe jauh lebih baik dan nyaman daripada aplikasi belanja online lainnya yang pernah gue coba. Sukses terus buat Shoppe 🔥🔥🔥,5,Positif
Chat CS gak ada balasan.. Entah gmn caranya jika ada keluhan..Spinjam sya eror tidak bisa terbuka.. Takutnya saat pembayaran belum terbuka n denda berjalan padahal aplikasinya yg eror,1,Negatif
Ukurannya aja gede fiturnya ga guna cuma menuhin memori aja. Versi lite juga jelek banget. Parah nih pengembang aplikasinya. Saran sih mending improve aja versi webnya,1,Negatif
"Untuk bagian Pengiriman dri SPX kurang baik, karna sudah berkali2 barang gagal sampai ke saya, tlong di perbaiki lg bagian pengiriman, dan kalo bisa tambah jasa pengiriman lainnya agar tidak mengganggu keperluan pembeli",1,Negatif
"Aplikasi nih sangat bagus dan membantu sih, tapi yang cuman pembelian tiket kapal yang ngak ada, Tolong kalau bisa secepatnya di Adain min pembelian tiket kapal Ferry di seluruh pelabuhan Indonesia kalau bisa secepatnya, Setelah ada tiket kapal di shope Insyaallah bintang nya akan Saya naikin Terimakasih.",2,Negatif
"Min tolong bug nya bener rin ya, saya kan mau login akun shopee yang sudah terdaftar, nah saya masukan no+sandinya, sesudah saya masukan malah di suruh scan barcode di HP itu, padahal HP itu yang saya pakek saya coba coba terus tapi suruh scan barcode mulu, padahl HP nya saya pakek bukan saya saja yang ngalamin min terimakasih",2,Negatif
Kenapa kok enggak bisa login otp saya mau belanja bang di sopie .dan saya belanja diplafon lain .saya selalu ditipu .dan saya sebenarnya senang belanja dusini .darpada ditempat lain,5,Positif
"Sebenernya belanja di Shopee seneng barang nya juga bagus sesuai tapi sayang nya sangat di sayangkan kurir SPX express nya pada suka bikin laporan palsu barang smpai tapi langsung di returt lagi gk ad konfirmasi pdhal udah ditunggu""uang juga udah dititipin gedek bgtt ma kurir SPX",5,Positif
"😏 terakhir kali ,, sudah cukup lah pke shopee , topup etol 500rb ga masuk sama sekali ,, cs di telfon juga malah muter2 jawab e belibet banget pake download pinjol segala macem ,, kalo ga niat ngembaliin ya ok ga usah belibet ,, dari kemaren pagi jam 05.07 sampe detik ini jam 15.43 gada saldo masuk ,, un instal aja ga guna 😏 ,, 500rb bos uang jalan hilang kek gt aja ,, njir bener",1,Negatif
"No debat,,shopee sangat membantu sekali untuk konsumen yang mager bepergian dan harganya sangat bervariasi tergantung kualitas barangnya intinya sangat membantu",5,Positif
"Ternyata belanja di shopee itu lebih enak loh karena sering dapat diskon gratis ongkir dan juga tinggal nunggu di rumah aja setelah itu paket bisa sampai, kalau paket telat juga bisa dapat vocher lagi. Pakoknya enakdeh. Terima kasih shopee",5,Positif
"apk nya bgs, aku jdi bisa beli barang apapun yang aku mau, tpi minusnya iklannya Shopee tuh bnyk bgt + notifnya juga ganggu banget. udh sih sgtu aja",2,Negatif
"Semakin sulit belanja disini. Tidak ramah customer. Sekarang harga yang tertera include voucher yang tersedia sehingga tidak bisa membandingkan harga antar toko. Jadi malas cari-cari dan akhirnya beli di toko yg pertama kali dilihat, yg seringnya menggunakan fitur iklan.",1,Negatif
"SHOPEE memang yang terbaik, semua keluhan dan masalah selalu di selesaikan ,bagai para sahabat di mana pun berada jangan ragu untuk berbelanja kebutuhan nya pilihlah SHOPEE, sebab produk nya terjangkau dan juga memuaskan, dan SHOPEE mempunyai rasa tanggungjawab penuh terhadap komplain mengenai produk dan masalah yang lain nua, terimakasih shoppe,,",5,Positif
Baru nyobain belanja pake shopee. Aduh pengiriman lelet banget kirima untuk ke daerah saya sukabumi kenapa paket mesti bolak balik jakarta bandung nyasar ke cianjur balik lagi kebandung jakarta lagi.. Soal pengiriman belum pual mwsti nunggu lama sampainya. Kasih bintang dua dulu deh.,2,Negatif
"Kenapa Spaylater saya belum aktif juga yaa, padahal sudah tidak ada tagihan apapun.. Shopee bikin kecewa banget, kebijakan internal nggak selesai selesai..",1,Negatif
pahal gua ssering belanja ttep belanja berkali kali .. gk bisa aktiff selalu di toloak .. yg gak pernah belanja sma sekali malah di kasi limit banyak.. sopee taaiii lebih bagus akulaku adik gua daftr payleter di aku laku langsung ke terima..,1,Negatif
"Saya rubah reviewnya,ternyata selama ini cuma dibohongi,ditambahin limit tapi waktu mau dipake limitnya ga bisa,kalo memang mau ditinjau,harusnya sebelumnya ngasih limit,bukan limit udah muncul,baru ditinjau,dipake aja belum limit xtra nya,udah di stop,aneh banget.",1,Negatif
Ada layanan return barang dan ini sangat membantu ketika dpt barang yg tdk sesuai.. Dipick up gratis oleh shopee dlm wktu 1 jm atau 2 jam gt.. Stlh barang sampai di gudang uang kita auto balik masuk ke shopeepay.. Udh lh pke shopee aja yg jelas dan gercep,5,Positif
Aplikasi yang mudah di gunakan. Tolong pertahankan. Jika ingin update tolong harus lebih mudah dalam pengoperasian aplikasinya,5,Positif
"Gw kasih bintang 1 dulu karena ada kendala di apk ini, apk ini amanah sih tapi ada satu kendala yang memancing emosi orang karena notif yg sangat banyak, tolong di perbaiki apk ini supaya notif Shopee nya ga berlebihan.",1,Negatif
Layanannya sangat jelek sekali cuman minta bantuan ubah username aja kenapa nggak dibantu saya sampai 1 bulan nunggu ndak di bantu-bantu main username jelek sekali pelayanan lebih baik saya berhenti menggunakan shopee ini. tidak bisa minta bantuan sama sekali sangat jelek,1,Negatif
"Akhir-akhir ini pengiriman selalu lewat 1 hari dari tanggal Estimasi, tapi tidak dapat jaminan Voucher yang di janjikan bila pengiriman melewati Estimasi karena tanggal estimasi selalu dirubah jika melewati tanggal estimasi. Sudah lama pakai shopee baru kali ini kecewa sama jasa pengiriman karena terlalu lamban saat pickup dan delay terlalu lama saat di lokasi terasit.",4,Positif
"SHOPEE Loo kerennnn 👍🏻👍🏻👍🏻👍🏻👍🏻 aku ubah bintang lg jadi 🌟🌟🌟🌟🌟, Penyelesaian masalah untuk Customer Mantap, Cepat, dan Adil banget ...😍😍😍 Untuk Shopee TOLONG Basmi Toko² Penipu, yg jual barang² palsu.(Meresahkan) Aku pakai shopee ±8 th, Alhamdulillah Belanja barang aman sentosa, Banyak discon dan potongan ongkir, apa lg kalau sdh jdi member Platinum 😍, Semakin banyak Voucher gratis ongkir dan Voucher potong lainnya👍🏻👍🏻👍🏻😍😍😍",5,Positif
Baru pertama transaksi di shopee dah dikecewakan penjual. Judul/Deskripsi barang gak sesuai sama yg saya terima. Memuat Deskripsi barang hanya gimmic. Payahhh !,1,Negatif
"Untuk selalu hati hati bagi pengguna fitur Shopee paylater, karena kadang tagihan yang sudah kita bayar kadang tidak terkonfirmasi, jadi walaupun kita sudah bayar tapi tagihan kita tetap, ada indikasi kecurangan atau pihak Shopee nya yang kurang teliti, pernah kejadian di saya",2,Negatif
"lama² gak bagus claim asuransi pun jga gak ada respon mendingan pindah ke APK sebelah banyak diskon dan gratis ongkir and seller bnyak yg gak jujur. walaupun jga yg mau ganti barang kita, jadi bikin rugi waktu tapi ada jga yg gak mau dengan berbagai alasan. bye² shope... mendingan pindah APK.",1,Negatif
"Sedih sekali lihat shopee skrng. Semakin maju dan berkembang semakin buruk di jasa pengiriman.... Sdh ke berapa X pesan barang tp tidak sampai2, yg di pesan untuk hadiah ulang tahun... Gmna cobak ??? Mngkin sdh saatnya ganti tempat belanja....",2,Negatif
"Tolong kepada mba shopee, untuk proses pengembalian barang jangan terlalu menunggu lama dari seller. Untuk validasi produk menurut saya ga butuh banyak waktu, jikalaupun ada kekurangan atau kerusakan saat pengembalian seller pasti langsung melakukan Banding. Cukup diberi waktu 1x24 saja cukup. Terimakasih.",5,Positif
"Udah nunggu in voucher 2.2 smpe tengah malam, ternyata gak bisa di CO semua, katanya : tidak ada layanan pengiriman 😭😭😭😭 dan aku mau CO 10 barang malah kek gitu semua",5,Positif
Aplikasi nya sekarang bug nya parah banget.terasa berat di hp.udah itu lagi nanya pelacakan barang kepada customer servis pesan tidak terkirim.dan pertanyaan saya automatis di tutup sistem.payah..😔,1,Negatif
"Kesel bgt mau checkout nasi telor doang tapi download fitur shopeepay-nya lama bgt sampe pesanannya dibatalkan. Eh, pas pesan lagi malah muncul pop-out gak bisa co krn ada aktivitas janggal :v padahal udah dpt harga 5k njir 😭😭😭 ya Allah laper😞",2,Negatif
Shopee sekarang walau tanggal bln kembar tetap voucher casback dikit tak ada beda sama hari² biasa. jadi males beli mending beli toko sebelah tidak ada biaya penanganan pula..,1,Negatif
"Sakarang aplikasih shopee udah bagus gak lemot lagi kaya dulu aksesnya makin gampang dan gak eror lagi, cuman estimasi pengirimannya makin lama, yah somonga bisa lebih di percepat lagi pengirimannya",5,Positif
"bagus, bagus. tapi shopee ini emg pemasarannya dimana-mana ya? tiap game tiap aplikasi pasti shopee mulu dan ya dari lu terus iklannya. jijik! semua org tau shopee juga",1,Negatif
Ini aplikasi penipu saya makek voucher 100% diskon dengan 60- 100rb gak bisa di pakek padahal tanggal sekian jam sekian pas pada estimasi dan baru di mulai dan udah di klaim vouchernya tapi ngak bisa di pakek ini voucher di buat narik pelanggan aja biar tertarik dan disuruh beli dengan harga tanpa voucher dan diskon dasar aplikasi penipu jangan pakek aplikasi ini,1,Negatif
"Shoopee tempat belanja online terbaik. Banyak pedagang yg Amanah dan banyak promo, belanja hemat, barang bisa di cek terlebidahulu, belum pernah sih dpt brang yg tidak sesuai, jadi belum pernah menggunakan fitur pengembalian barang atau tukar. Moga Shoopee menjadi yg terbaik selalu.",5,Positif
"Saya suka beli di shoppe, aplikasinya jga bagus, mgkin pengirimannya bisa lbih cepat, karna terkadang Qt btuh barangnya lbih cepat dri pengirimannya padahal udah di kemas toko dh lama, dan udah konfirmasi ke tokonya jga untuk percepat kirimnya, mgkin bisa lbih baik lagi 🙏☺️",5,Positif
"Tolong banget yaa.. tambahkan fitur kirim sendiri dalam pengaturan pengiriman dan biaya ongkir berdasarkan jarak pengiriman nya. saya kasih bintang satu supaya di liat dan di proses, sjujurnya mau kasih bintang 100 sih hehee🙏🏻",1,Negatif
"Baru kali ini Saya merasa di rugikan, saya punya tagihan mau bayar malah shopee nya keluar sendiri dan ngga bisa masuk sama sekali.. Akun nya kaya di blokir sama pihak shopee nya...",2,Negatif
"Termasuk apk online shop favorit ku, bisa dapat voucher/diskon dengan mudah serta banyak fitur yang memudahkan dalam belanja online. Tapi kenapa akhir-akhir ini sering nge-bug ya? Padahal sudah sering update tapi masih aja ada dan jenis bug-nya juga masih sama. Tolong diperbaiki",4,Positif
Nggak bisa nonton sesuai topik yg kita cari Tdk menarik sakali Coba itu ketika kita mencari suatu barang saat kita nonton barang serupa yg muncul bukan barang yg lain Yg kita cari metal jig pas nonton video reel yg muncul barang lain seperti alat kecantikan atau bahkan busana,4,Positif
Shopee sangat bagus pelayanannya ..kurirnyav ramah2 & sabar serta sangat santun. Kadang tdk disangka barsnglebih cepat sampai ( krn ktnya jemput bola ) pokonya is the best ( banysk discount & bonus pula ),5,Positif
"Sy sangat suka berbelanja n ngabisin waktu ampe berjam-jam di aplikasi shopee. Sy jg sering berbelanja menggunakan shopee, dan masih sangat banyak yg mau sy beli tapi keuangan saya terbatas. Andai aja Shopee bisa membantu saya dengan memberikan SPaylater, sy pasti akan sangat terbantu, karena bisa menghemat pengeluaran saya dengan cara menyicil. ^_~",5,Positif
"Sangat membantu.. untuk segala keperluan mulai dari hal kecil hingga yang sangat dibutuhkan semuanya ada di sinii Banyak penawaran menarik dan berfungsi dengan baik. Kedepannya semoga tetap amanah, dan semog semakin banyak penawaran menarik lainnya 🫶🏻✨",5,Positif
"Tempat langganan belanja segala kebutuhan secara online. Shopee sangat membantu dari segi apapun, promo selalu menarik, membantu untuk berhemat jika digunakan dengan bijak.",5,Positif
"Syarat pengajuan pengembalian dana _ durasi maksimal 1 menit _ukuran video max 100mb Apabila dlm 1 pesanan lebih dr 1 item,tentu hrs dicek & dicoba dlm 1 menit apkh itu cukup waktunya Sedangkan penjualan meminta full video dari awal buka paket",4,Positif
"Saya sudah belaja 10 kali, 8 kali sukses, 2 kali gagal. Kegagalan pertama ketika saya pesan yaitu stok barang habis. Kegagalan kedua yaitu ketika saya pesan estimasi sampai rumah yaitu 8 hari, tetapi sampai nya 1 hari. Ketika barang sampai tidak sesuai harapan. Barang yang sampai lebih kecil dari pada deskripsi yg ingin di beli. Saya ajukan pengembalian, Alhamdulillah di setujui dan uang saya di kembalikan. Suka banget deh pokoknya belanja di Shopee.",5,Positif
"Knp susah banget ya skrng buat login ke akun shopee? Harus scan qr barcode trus? Udah scan tapi gagal mulu balik trus ke menu login. Tolong diperbaiki donk shopee kaya dulu tuh gampang banyak opsi buat login'nya gak kaya skrng cuman scan barcode doank 1 biji cara loginnya. Tolong diperhatikan, saya mau belanja jadi gak bisa gara2 gagal login trus.",2,Negatif
"Buka oplikasi shopee sekarang bikin hp panas,berasa buka aplikasi game pubg,ketika d buka auto ke video dan live beralih ke beranada suara video live tetap menyala seperti kaset macet.terlalu banyak bug padahal selalu di update.",2,Negatif
"Saya sangat suka belanja di Shopee, selain harga bersaing ongkir juga sangat murah sayangnya lumayan susah kalau menghubungi CS Shopee ketika ada keluhan dengan pesanan",5,Positif
"Maaf kak, sy mau mt solusi bagaimana cara bayar spinjam, sudah 3 hr sy coba smpi saat jatuh tempo belum berhasil juga masuk ke menu Simpan Pinjam, sudah sy WA, kirim email, telp juga, blm ada jwbn dari pihak shopee ataupun PT Lentera Dana untuk masalah ini. Yaitu tiap sy coba msk menu spinjam shopee, hasilnya dilayar Application Error : a client-side exception has occured (see the browser console for more information). Sy tak tau artinya, solusinya gmn Kak, spy sy bs byr angsuran, no VA tak tau",5,Positif
"Cukup kecewa dengan shopee termasuk tim mediasi yang gatau kerjanya seperti apa, jelas barang saya rusak (bolong) dan berwarna, pengembalian tetap tidak disetujui karna bukti tidak mendukung, saya kasih tau ya tim mediasi, tidak semua seller saat live memberikan jeda untuk sesi screenshoot produk, ada juga yang langsung dikirimkan melalui foto, jika ulasan ini mendukung foto untuk bukti saya kirimkan buktinya dsini, heran sama keputusan nya, terkesan mendukung seller untuk menolak pengembalian!!",1,Negatif
"mau 1000 x pembaruan tetap aja lemot, iklannya ngeselin bgt sumpah di mana"" ada, kalo kaya gini bukannya makin banyak pengguna tapi malah makin berkurang, harga produk, promosi masih kalah jauh sama lazada 👎",2,Negatif
"Tolong kepada pihak shoppe,saya sudah membatalkan pesanan tetapi pesanannya tidak di batalkan oleh pihak penjual padahal posisi paket belum di kirim atau di kemas,sampai sekarang belum dibatalkan,saya awalnya memesan pakaian tetapi bahannya beda jadi saya batalkan,sampai"" penjualnya ga mau batalin pesanan,takut pesanan tersebut di antar",4,Positif
"Mau bayar shpaylater harus download fitur dulu, mana gak maju2 padahal sinyal bagus. Malah sampe telat dan ada biaya denda, hadeuhhh eror eror",1,Negatif
"Saya senang belanja di shopee tapi kemaren ada baru kmaren tgl27 klw ga salah ada promo bor listrik mrk BOSCH lalu saya pesan ,proses pengantaran tertera gambar yg di pesan saya warna biru merk BOSCH,nyampe tgl 30 ,kmren pas di buka ,aga kaget dus klihatan warna merah bukan biru,di buka dalemnya warna hitam, di baca ko jadi ,ELLKA,aga lemes jga ,baru x ini belanja shopee kaya sulap ,tapi ya udh lah ,ga di pikin buat pengalaman ajh walau ada sdikin ........",5,Positif
"Untuk belanja online serta s pinjam, shope bagus,tapi untuk pay later sepertinya harus ubah aturan nya,jadi kan aturan s pay later seperti s pinjam, kalau bisa,terus pengiriman barang Shopie sekarang lambat dulu 3 hari, sekarang 10 sampai 18 hari, sengaja saya beri bintang 5,biar dibaca,bahwa Shopie ada kelebihan dan kekurangan nya,semoga kedepan lebih baik,",5,Positif
"Untuk pembelian online saya hanya pakai shopee karena mudah dipahami, barang sejauh ini terjamin,,seperti diulasan tinggal kita sendiri pintar2 milih toko,,",5,Positif
"Akun shopee saya tiba-tiba logout karena ada iklan saat buka situs web. Sekarang saya tidak bisa lagi login menggunakan nomor teysaya dan malah terhubung dengan email yang tidak di kenal, mohon solusinya dari pihak shoppe, terimakasih",2,Negatif
"terlalu sering terjadi eror ,apalagi saat akan melakukan pembayaran ,code yang didapat selalu sahah ,via agen maupun via transfer ,kacau nya ga ketulungan ,apa emang sengaja biar kita telat bayar trus dapet bunga keterlambatan ..",1,Negatif
